Fecha,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
Último,0.8545,0.798,0.8085,0.796,0.816,0.824,0.8755,0.892,0.9205,0.852,0.8455,0.843,0.842,0.816,0.7665,0.777,0.761,0.7135,0.686,0.684,0.652,0.6275,0.729,0.659,0.736,0.7205,0.7665,0.739,0.767,0.7745,0.684,0.6925,0.666,0.7195,0.7525,0.7025,0.7975,0.781,0.717,0.731,0.784,0.753,0.821,0.808,0.8185,0.941,0.9125,1.0455,1.142,1.346,1.358,1.2075,1.2745,1.208,1.298,1.2815,1.396,1.3325,1.439,1.4525,1.421,1.4985,1.497,1.464,1.4225,1.51,1.6225,1.668,1.7275,1.792,1.9655,2.042,2.2155,2.1785,2.459,3.2205,3.6065,3.355,3.55,3.461,3.4605,3.349,3.189,2.871,2.6015,2.752,3.144,3.5565,3.3915,3.4505,3.642,3.403,3.64,3.4795,3.1785,3.041,3.307,3.855,3.827,3.9045,3.606,3.8825,3.656,3.3995,2.879,1.8345,1.644,1.41,1.4755,1.5385,1.849,2.0475,2.1995,2.272,2.6245,2.821,2.819,2.9605,3.168,3.3465,3.0595,3.284,3.563,3.3535,3.115,2.9505,3.32,3.3685,3.6515,3.739,3.8255,4.447,4.4635,4.4965,4.317,4.179,4.1875,4.2825,4.4895,4.1995,3.152,3.642,3.5735,3.436,3.797,3.8795,3.8295,3.8295,3.3705,3.4965,3.4235,3.4575,3.758,3.523,3.645,3.6525,3.7395,3.5475,3.4125,3.1875,3.3,3.0575,3.125,3.2305,3.323,3.3045,3.2155,3.3965,3.2,3.1875,3.0245,3.0275,3.1205,3.2035,3.236,3.153,3.0075,3.047,2.856,2.8255,2.4955,2.6915,2.741,2.8865,2.733,2.615,2.369,2.3385,2.341,2.3235,2.046,2.135,2.0705,2.1325,2.188,2.2835,2.1,2.1955,2.225,2.075,2.2105,2.208,2.6295,2.5055,2.7335,2.714,2.66,2.6075,2.5865,2.711,2.9,3.094,2.955,3.108,3.0555,3.3005,3.2065,3.1325,3.037,3.074,3.075,2.966,2.8405,2.6645,2.805,2.667,2.7865,2.631,2.789,2.948,2.9395,2.904,2.6405,2.7135,2.6715,2.547,2.5785,2.6425,2.656,2.797,2.52,2.54,2.232,2.344,2.4345,2.7285,2.877,3.0555,3.0325,3.0515,3.4335,3.519,3.558,4.0925,4.0,4.468,4.681,4.289,4.4655,4.37,4.089,4.359,4.2805,4.4635,4.3265,4.4545,4.752,4.4085,4.299,3.71,3.575,3.519,3.4125,3.375,3.738,3.8105
